,date,county,state,fips,cases,deaths
5,2020-01-25,Orange,California,6059.0,1,0.0
9,2020-01-26,Los Angeles,California,6037.0,1,0.0
10,2020-01-26,Orange,California,6059.0,1,0.0
14,2020-01-27,Los Angeles,California,6037.0,1,0.0
15,2020-01-27,Orange,California,6059.0,1,0.0
19,2020-01-28,Los Angeles,California,6037.0,1,0.0
20,2020-01-28,Orange,California,6059.0,1,0.0
24,2020-01-29,Los Angeles,California,6037.0,1,0.0
25,2020-01-29,Orange,California,6059.0,1,0.0
29,2020-01-30,Los Angeles,California,6037.0,1,0.0
30,2020-01-30,Orange,California,6059.0,1,0.0
34,2020-01-31,Los Angeles,California,6037.0,1,0.0
35,2020-01-31,Orange,California,6059.0,1,0.0
36,2020-01-31,Santa Clara,California,6085.0,1,0.0
40,2020-02-01,Los Angeles,California,6037.0,1,0.0
41,2020-02-01,Orange,California,6059.0,1,0.0
42,2020-02-01,Santa Clara,California,6085.0,1,0.0
47,2020-02-02,Los Angeles,California,6037.0,1,0.0
48,2020-02-02,Orange,California,6059.0,1,0.0
49,2020-02-02,San Francisco,California,6075.0,2,0.0
50,2020-02-02,Santa Clara,California,6085.0,2,0.0
55,2020-02-03,Los Angeles,California,6037.0,1,0.0
56,2020-02-03,Orange,California,6059.0,1,0.0
57,2020-02-03,San Francisco,California,6075.0,2,0.0
58,2020-02-03,Santa Clara,California,6085.0,2,0.0
63,2020-02-04,Los Angeles,California,6037.0,1,0.0
64,2020-02-04,Orange,California,6059.0,1,0.0
65,2020-02-04,San Francisco,California,6075.0,2,0.0
66,2020-02-04,Santa Clara,California,6085.0,2,0.0
71,2020-02-05,Los Angeles,California,6037.0,1,0.0
72,2020-02-05,Orange,California,6059.0,1,0.0
73,2020-02-05,San Francisco,California,6075.0,2,0.0
74,2020-02-05,Santa Clara,California,6085.0,2,0.0
80,2020-02-06,Los Angeles,California,6037.0,1,0.0
81,2020-02-06,Orange,California,6059.0,1,0.0
82,2020-02-06,San Francisco,California,6075.0,2,0.0
83,2020-02-06,Santa Clara,California,6085.0,2,0.0
89,2020-02-07,Los Angeles,California,6037.0,1,0.0
90,2020-02-07,Orange,California,6059.0,1,0.0
91,2020-02-07,San Francisco,California,6075.0,2,0.0
92,2020-02-07,Santa Clara,California,6085.0,2,0.0
98,2020-02-08,Los Angeles,California,6037.0,1,0.0
99,2020-02-08,Orange,California,6059.0,1,0.0
100,2020-02-08,San Francisco,California,6075.0,2,0.0
101,2020-02-08,Santa Clara,California,6085.0,2,0.0
107,2020-02-09,Los Angeles,California,6037.0,1,0.0
108,2020-02-09,Orange,California,6059.0,1,0.0
109,2020-02-09,San Francisco,California,6075.0,2,0.0
110,2020-02-09,Santa Clara,California,6085.0,2,0.0
116,2020-02-10,Los Angeles,California,6037.0,1,0.0
117,2020-02-10,Orange,California,6059.0,1,0.0
118,2020-02-10,San Diego,California,6073.0,1,0.0
119,2020-02-10,San Francisco,California,6075.0,2,0.0
120,2020-02-10,Santa Clara,California,6085.0,2,0.0
126,2020-02-11,Los Angeles,California,6037.0,1,0.0
127,2020-02-11,Orange,California,6059.0,1,0.0
128,2020-02-11,San Diego,California,6073.0,1,0.0
129,2020-02-11,San Francisco,California,6075.0,2,0.0
130,2020-02-11,Santa Clara,California,6085.0,2,0.0
136,2020-02-12,Los Angeles,California,6037.0,1,0.0
137,2020-02-12,Orange,California,6059.0,1,0.0
138,2020-02-12,San Diego,California,6073.0,1,0.0
139,2020-02-12,San Francisco,California,6075.0,2,0.0
140,2020-02-12,Santa Clara,California,6085.0,2,0.0
147,2020-02-13,Los Angeles,California,6037.0,1,0.0
148,2020-02-13,Orange,California,6059.0,1,0.0
149,2020-02-13,San Diego,California,6073.0,1,0.0
150,2020-02-13,San Francisco,California,6075.0,2,0.0
151,2020-02-13,Santa Clara,California,6085.0,2,0.0
158,2020-02-14,Los Angeles,California,6037.0,1,0.0
159,2020-02-14,Orange,California,6059.0,1,0.0
160,2020-02-14,San Diego,California,6073.0,1,0.0
161,2020-02-14,San Francisco,California,6075.0,2,0.0
162,2020-02-14,Santa Clara,California,6085.0,2,0.0
169,2020-02-15,Los Angeles,California,6037.0,1,0.0
170,2020-02-15,Orange,California,6059.0,1,0.0
171,2020-02-15,San Diego,California,6073.0,1,0.0
172,2020-02-15,San Francisco,California,6075.0,2,0.0
173,2020-02-15,Santa Clara,California,6085.0,2,0.0
180,2020-02-16,Los Angeles,California,6037.0,1,0.0
181,2020-02-16,Orange,California,6059.0,1,0.0
182,2020-02-16,San Diego,California,6073.0,1,0.0
183,2020-02-16,San Francisco,California,6075.0,2,0.0
184,2020-02-16,Santa Clara,California,6085.0,2,0.0
191,2020-02-17,Los Angeles,California,6037.0,1,0.0
192,2020-02-17,Orange,California,6059.0,1,0.0
193,2020-02-17,San Diego,California,6073.0,1,0.0
194,2020-02-17,San Francisco,California,6075.0,2,0.0
195,2020-02-17,Santa Clara,California,6085.0,2,0.0
203,2020-02-18,Los Angeles,California,6037.0,1,0.0
204,2020-02-18,Orange,California,6059.0,1,0.0
205,2020-02-18,San Diego,California,6073.0,1,0.0
206,2020-02-18,San Francisco,California,6075.0,2,0.0
207,2020-02-18,Santa Clara,California,6085.0,2,0.0
215,2020-02-19,Los Angeles,California,6037.0,1,0.0
216,2020-02-19,Orange,California,6059.0,1,0.0
217,2020-02-19,San Diego,California,6073.0,1,0.0
218,2020-02-19,San Francisco,California,6075.0,2,0.0
219,2020-02-19,Santa Clara,California,6085.0,2,0.0
227,2020-02-20,Humboldt,California,6023.0,1,0.0
228,2020-02-20,Los Angeles,California,6037.0,1,0.0
229,2020-02-20,Orange,California,6059.0,1,0.0
230,2020-02-20,San Diego,California,6073.0,1,0.0
231,2020-02-20,San Francisco,California,6075.0,2,0.0
232,2020-02-20,Santa Clara,California,6085.0,2,0.0
240,2020-02-21,Humboldt,California,6023.0,1,0.0
241,2020-02-21,Los Angeles,California,6037.0,1,0.0
242,2020-02-21,Orange,California,6059.0,1,0.0
243,2020-02-21,Sacramento,California,6067.0,1,0.0
244,2020-02-21,San Diego,California,6073.0,1,0.0
245,2020-02-21,San Francisco,California,6075.0,2,0.0
246,2020-02-21,Santa Clara,California,6085.0,2,0.0
254,2020-02-22,Humboldt,California,6023.0,1,0.0
255,2020-02-22,Los Angeles,California,6037.0,1,0.0
256,2020-02-22,Orange,California,6059.0,1,0.0
257,2020-02-22,Sacramento,California,6067.0,1,0.0
258,2020-02-22,San Diego,California,6073.0,1,0.0
259,2020-02-22,San Francisco,California,6075.0,2,0.0
260,2020-02-22,Santa Clara,California,6085.0,2,0.0
268,2020-02-23,Humboldt,California,6023.0,1,0.0
269,2020-02-23,Los Angeles,California,6037.0,1,0.0
270,2020-02-23,Orange,California,6059.0,1,0.0
271,2020-02-23,Sacramento,California,6067.0,1,0.0
272,2020-02-23,San Diego,California,6073.0,1,0.0
273,2020-02-23,San Francisco,California,6075.0,2,0.0
274,2020-02-23,Santa Clara,California,6085.0,2,0.0
282,2020-02-24,Humboldt,California,6023.0,1,0.0
283,2020-02-24,Los Angeles,California,6037.0,1,0.0
284,2020-02-24,Orange,California,6059.0,1,0.0
285,2020-02-24,Sacramento,California,6067.0,1,0.0
286,2020-02-24,San Diego,California,6073.0,1,0.0
287,2020-02-24,San Francisco,California,6075.0,3,0.0
288,2020-02-24,Santa Clara,California,6085.0,2,0.0
289,2020-02-24,Solano,California,6095.0,1,0.0
298,2020-02-25,Humboldt,California,6023.0,1,0.0
299,2020-02-25,Los Angeles,California,6037.0,1,0.0
300,2020-02-25,Orange,California,6059.0,1,0.0
301,2020-02-25,Sacramento,California,6067.0,1,0.0
302,2020-02-25,San Diego,California,6073.0,1,0.0
303,2020-02-25,San Francisco,California,6075.0,3,0.0
304,2020-02-25,Santa Clara,California,6085.0,2,0.0
305,2020-02-25,Solano,California,6095.0,1,0.0
315,2020-02-26,Humboldt,California,6023.0,1,0.0
316,2020-02-26,Los Angeles,California,6037.0,1,0.0
317,2020-02-26,Marin,California,6041.0,1,0.0
318,2020-02-26,Napa,California,6055.0,1,0.0
319,2020-02-26,Orange,California,6059.0,1,0.0
320,2020-02-26,Sacramento,California,6067.0,3,0.0
321,2020-02-26,San Diego,California,6073.0,1,0.0
322,2020-02-26,San Francisco,California,6075.0,3,0.0
323,2020-02-26,Santa Clara,California,6085.0,2,0.0
324,2020-02-26,Solano,California,6095.0,11,0.0
325,2020-02-26,Sonoma,California,6097.0,1,0.0
335,2020-02-27,Humboldt,California,6023.0,1,0.0
336,2020-02-27,Los Angeles,California,6037.0,1,0.0
337,2020-02-27,Marin,California,6041.0,1,0.0
338,2020-02-27,Napa,California,6055.0,1,0.0
339,2020-02-27,Orange,California,6059.0,1,0.0
340,2020-02-27,Sacramento,California,6067.0,3,0.0
341,2020-02-27,San Diego,California,6073.0,1,0.0
342,2020-02-27,San Francisco,California,6075.0,3,0.0
343,2020-02-27,Santa Clara,California,6085.0,2,0.0
344,2020-02-27,Solano,California,6095.0,11,0.0
345,2020-02-27,Sonoma,California,6097.0,1,0.0
355,2020-02-28,Humboldt,California,6023.0,1,0.0
356,2020-02-28,Los Angeles,California,6037.0,1,0.0
357,2020-02-28,Marin,California,6041.0,1,0.0
358,2020-02-28,Napa,California,6055.0,1,0.0
359,2020-02-28,Orange,California,6059.0,1,0.0
360,2020-02-28,Sacramento,California,6067.0,3,0.0
361,2020-02-28,San Diego,California,6073.0,1,0.0
362,2020-02-28,San Francisco,California,6075.0,3,0.0
363,2020-02-28,Santa Clara,California,6085.0,3,0.0
364,2020-02-28,Solano,California,6095.0,11,0.0
365,2020-02-28,Sonoma,California,6097.0,1,0.0
377,2020-02-29,Humboldt,California,6023.0,1,0.0
378,2020-02-29,Los Angeles,California,6037.0,1,0.0
379,2020-02-29,Marin,California,6041.0,1,0.0
380,2020-02-29,Napa,California,6055.0,1,0.0
381,2020-02-29,Orange,California,6059.0,1,0.0
382,2020-02-29,Sacramento,California,6067.0,3,0.0
383,2020-02-29,San Diego,California,6073.0,1,0.0
384,2020-02-29,San Francisco,California,6075.0,3,0.0
385,2020-02-29,Santa Clara,California,6085.0,4,0.0
386,2020-02-29,Solano,California,6095.0,11,0.0
387,2020-02-29,Sonoma,California,6097.0,1,0.0
399,2020-03-01,Alameda,California,6001.0,1,0.0
400,2020-03-01,Humboldt,California,6023.0,1,0.0
401,2020-03-01,Los Angeles,California,6037.0,1,0.0
402,2020-03-01,Marin,California,6041.0,1,0.0
403,2020-03-01,Napa,California,6055.0,1,0.0
404,2020-03-01,Orange,California,6059.0,1,0.0
405,2020-03-01,Sacramento,California,6067.0,3,0.0
406,2020-03-01,San Diego,California,6073.0,1,0.0
407,2020-03-01,San Francisco,California,6075.0,3,0.0
408,2020-03-01,Santa Clara,California,6085.0,7,0.0
409,2020-03-01,Solano,California,6095.0,12,0.0
410,2020-03-01,Sonoma,California,6097.0,1,0.0
426,2020-03-02,Alameda,California,6001.0,1,0.0
427,2020-03-02,Humboldt,California,6023.0,1,0.0
428,2020-03-02,Los Angeles,California,6037.0,1,0.0
429,2020-03-02,Marin,California,6041.0,1,0.0
430,2020-03-02,Napa,California,6055.0,1,0.0
431,2020-03-02,Orange,California,6059.0,1,0.0
432,2020-03-02,Placer,California,6061.0,1,0.0
433,2020-03-02,Sacramento,California,6067.0,3,0.0
434,2020-03-02,San Diego,California,6073.0,1,0.0
435,2020-03-02,San Francisco,California,6075.0,3,0.0
436,2020-03-02,San Mateo,California,6081.0,1,0.0
437,2020-03-02,Santa Clara,California,6085.0,9,0.0
438,2020-03-02,Solano,California,6095.0,12,0.0
439,2020-03-02,Sonoma,California,6097.0,2,0.0
459,2020-03-03,Alameda,California,6001.0,2,0.0
460,2020-03-03,Contra Costa,California,6013.0,1,0.0
461,2020-03-03,Humboldt,California,6023.0,1,0.0
462,2020-03-03,Los Angeles,California,6037.0,1,0.0
463,2020-03-03,Marin,California,6041.0,1,0.0
464,2020-03-03,Napa,California,6055.0,1,0.0
465,2020-03-03,Orange,California,6059.0,3,0.0
466,2020-03-03,Placer,California,6061.0,2,0.0
467,2020-03-03,Sacramento,California,6067.0,3,0.0
468,2020-03-03,San Diego,California,6073.0,1,0.0
469,2020-03-03,San Francisco,California,6075.0,3,0.0
470,2020-03-03,San Mateo,California,6081.0,1,0.0
471,2020-03-03,Santa Clara,California,6085.0,11,0.0
472,2020-03-03,Solano,California,6095.0,12,0.0
473,2020-03-03,Sonoma,California,6097.0,2,0.0
494,2020-03-04,Alameda,California,6001.0,2,0.0
495,2020-03-04,Contra Costa,California,6013.0,1,0.0
496,2020-03-04,Humboldt,California,6023.0,1,0.0
497,2020-03-04,Los Angeles,California,6037.0,7,0.0
498,2020-03-04,Marin,California,6041.0,1,0.0
499,2020-03-04,Napa,California,6055.0,1,0.0
500,2020-03-04,Orange,California,6059.0,3,0.0
501,2020-03-04,Placer,California,6061.0,2,1.0
502,2020-03-04,Sacramento,California,6067.0,3,0.0
503,2020-03-04,San Diego,California,6073.0,1,0.0
504,2020-03-04,San Francisco,California,6075.0,3,0.0
505,2020-03-04,San Mateo,California,6081.0,1,0.0
506,2020-03-04,Santa Clara,California,6085.0,14,0.0
507,2020-03-04,Solano,California,6095.0,12,0.0
508,2020-03-04,Sonoma,California,6097.0,3,0.0
533,2020-03-05,Alameda,California,6001.0,2,0.0
534,2020-03-05,Contra Costa,California,6013.0,1,0.0
535,2020-03-05,Humboldt,California,6023.0,1,0.0
536,2020-03-05,Los Angeles,California,6037.0,11,0.0
537,2020-03-05,Marin,California,6041.0,1,0.0
538,2020-03-05,Napa,California,6055.0,1,0.0
539,2020-03-05,Orange,California,6059.0,3,0.0
540,2020-03-05,Placer,California,6061.0,2,1.0
541,2020-03-05,Sacramento,California,6067.0,3,0.0
542,2020-03-05,San Diego,California,6073.0,1,0.0
543,2020-03-05,San Francisco,California,6075.0,5,0.0
544,2020-03-05,San Mateo,California,6081.0,1,0.0
545,2020-03-05,Santa Clara,California,6085.0,20,0.0
546,2020-03-05,Solano,California,6095.0,12,0.0
547,2020-03-05,Sonoma,California,6097.0,3,0.0
583,2020-03-06,Alameda,California,6001.0,3,0.0
584,2020-03-06,Contra Costa,California,6013.0,4,0.0
585,2020-03-06,Humboldt,California,6023.0,1,0.0
586,2020-03-06,Los Angeles,California,6037.0,13,0.0
587,2020-03-06,Marin,California,6041.0,1,0.0
588,2020-03-06,Napa,California,6055.0,1,0.0
589,2020-03-06,Orange,California,6059.0,3,0.0
590,2020-03-06,Placer,California,6061.0,5,1.0
591,2020-03-06,Sacramento,California,6067.0,3,0.0
592,2020-03-06,San Diego,California,6073.0,1,0.0
593,2020-03-06,San Francisco,California,6075.0,5,0.0
594,2020-03-06,San Mateo,California,6081.0,1,0.0
595,2020-03-06,Santa Clara,California,6085.0,24,0.0
596,2020-03-06,Solano,California,6095.0,12,0.0
597,2020-03-06,Sonoma,California,6097.0,3,0.0
598,2020-03-06,Yolo,California,6113.0,1,0.0
657,2020-03-07,Alameda,California,6001.0,3,0.0
658,2020-03-07,Contra Costa,California,6013.0,4,0.0
659,2020-03-07,Fresno,California,6019.0,1,0.0
660,2020-03-07,Humboldt,California,6023.0,1,0.0
661,2020-03-07,Los Angeles,California,6037.0,14,0.0
662,2020-03-07,Madera,California,6039.0,1,0.0
663,2020-03-07,Marin,California,6041.0,1,0.0
664,2020-03-07,Napa,California,6055.0,1,0.0
665,2020-03-07,Orange,California,6059.0,3,0.0
666,2020-03-07,Placer,California,6061.0,5,1.0
667,2020-03-07,Riverside,California,6065.0,1,0.0
668,2020-03-07,Sacramento,California,6067.0,3,0.0
669,2020-03-07,San Diego,California,6073.0,1,0.0
670,2020-03-07,San Francisco,California,6075.0,11,0.0
671,2020-03-07,San Mateo,California,6081.0,1,0.0
672,2020-03-07,Santa Clara,California,6085.0,32,0.0
673,2020-03-07,Santa Cruz,California,6087.0,1,0.0
674,2020-03-07,Solano,California,6095.0,12,0.0
675,2020-03-07,Sonoma,California,6097.0,3,0.0
676,2020-03-07,Yolo,California,6113.0,1,0.0
752,2020-03-08,Alameda,California,6001.0,3,0.0
753,2020-03-08,Contra Costa,California,6013.0,9,0.0
754,2020-03-08,Fresno,California,6019.0,1,0.0
755,2020-03-08,Humboldt,California,6023.0,1,0.0
756,2020-03-08,Los Angeles,California,6037.0,14,0.0
757,2020-03-08,Madera,California,6039.0,1,0.0
758,2020-03-08,Marin,California,6041.0,1,0.0
759,2020-03-08,Napa,California,6055.0,1,0.0
760,2020-03-08,Orange,California,6059.0,3,0.0
761,2020-03-08,Placer,California,6061.0,7,1.0
762,2020-03-08,Riverside,California,6065.0,1,0.0
763,2020-03-08,Sacramento,California,6067.0,3,0.0
764,2020-03-08,San Diego,California,6073.0,1,0.0
765,2020-03-08,San Francisco,California,6075.0,11,0.0
766,2020-03-08,San Mateo,California,6081.0,1,0.0
767,2020-03-08,Santa Clara,California,6085.0,37,0.0
768,2020-03-08,Santa Cruz,California,6087.0,1,0.0
769,2020-03-08,Solano,California,6095.0,12,0.0
770,2020-03-08,Sonoma,California,6097.0,3,0.0
771,2020-03-08,Yolo,California,6113.0,1,0.0
866,2020-03-09,Alameda,California,6001.0,24,0.0
867,2020-03-09,Contra Costa,California,6013.0,9,0.0
868,2020-03-09,Fresno,California,6019.0,1,0.0
869,2020-03-09,Humboldt,California,6023.0,1,0.0
870,2020-03-09,Los Angeles,California,6037.0,19,0.0
871,2020-03-09,Madera,California,6039.0,1,0.0
872,2020-03-09,Marin,California,6041.0,2,0.0
873,2020-03-09,Napa,California,6055.0,1,0.0
874,2020-03-09,Orange,California,6059.0,5,0.0
875,2020-03-09,Placer,California,6061.0,7,1.0
876,2020-03-09,Riverside,California,6065.0,4,0.0
877,2020-03-09,Sacramento,California,6067.0,9,0.0
878,2020-03-09,San Diego,California,6073.0,2,0.0
879,2020-03-09,San Francisco,California,6075.0,16,0.0
880,2020-03-09,San Mateo,California,6081.0,9,0.0
881,2020-03-09,Santa Clara,California,6085.0,43,1.0
882,2020-03-09,Santa Cruz,California,6087.0,2,0.0
883,2020-03-09,Shasta,California,6089.0,1,0.0
884,2020-03-09,Solano,California,6095.0,12,0.0
885,2020-03-09,Sonoma,California,6097.0,3,0.0
886,2020-03-09,Yolo,California,6113.0,1,0.0
998,2020-03-10,Alameda,California,6001.0,25,0.0
999,2020-03-10,Contra Costa,California,6013.0,9,0.0
1000,2020-03-10,Fresno,California,6019.0,1,0.0
1001,2020-03-10,Humboldt,California,6023.0,1,0.0
1002,2020-03-10,Los Angeles,California,6037.0,20,0.0
1003,2020-03-10,Madera,California,6039.0,1,0.0
1004,2020-03-10,Marin,California,6041.0,2,0.0
1005,2020-03-10,Napa,California,6055.0,1,0.0
1006,2020-03-10,Orange,California,6059.0,5,0.0
1007,2020-03-10,Placer,California,6061.0,7,1.0
1008,2020-03-10,Riverside,California,6065.0,4,0.0
1009,2020-03-10,Sacramento,California,6067.0,9,1.0
1010,2020-03-10,San Diego,California,6073.0,2,0.0
1011,2020-03-10,San Francisco,California,6075.0,17,0.0
1012,2020-03-10,San Joaquin,California,6077.0,1,0.0
1013,2020-03-10,San Mateo,California,6081.0,9,0.0
1014,2020-03-10,Santa Clara,California,6085.0,45,1.0
1015,2020-03-10,Santa Cruz,California,6087.0,2,0.0
1016,2020-03-10,Shasta,California,6089.0,1,0.0
1017,2020-03-10,Solano,California,6095.0,12,0.0
1018,2020-03-10,Sonoma,California,6097.0,3,0.0
1019,2020-03-10,Ventura,California,6111.0,1,0.0
1020,2020-03-10,Yolo,California,6113.0,1,0.0
1164,2020-03-11,Alameda,California,6001.0,25,0.0
1165,2020-03-11,Contra Costa,California,6013.0,9,0.0
1166,2020-03-11,Fresno,California,6019.0,1,0.0
1167,2020-03-11,Humboldt,California,6023.0,1,0.0
1168,2020-03-11,Los Angeles,California,6037.0,28,1.0
1169,2020-03-11,Madera,California,6039.0,1,0.0
1170,2020-03-11,Marin,California,6041.0,4,0.0
1171,2020-03-11,Napa,California,6055.0,1,0.0
1172,2020-03-11,Orange,California,6059.0,6,0.0
1173,2020-03-11,Placer,California,6061.0,7,1.0
1174,2020-03-11,Riverside,California,6065.0,4,0.0
1175,2020-03-11,Sacramento,California,6067.0,9,1.0
1176,2020-03-11,San Diego,California,6073.0,2,0.0
1177,2020-03-11,San Francisco,California,6075.0,17,0.0
1178,2020-03-11,San Joaquin,California,6077.0,1,0.0
1179,2020-03-11,San Mateo,California,6081.0,15,0.0
1180,2020-03-11,Santa Clara,California,6085.0,48,1.0
1181,2020-03-11,Santa Cruz,California,6087.0,2,0.0
1182,2020-03-11,Shasta,California,6089.0,1,0.0
1183,2020-03-11,Solano,California,6095.0,12,0.0
1184,2020-03-11,Sonoma,California,6097.0,3,0.0
1185,2020-03-11,Stanislaus,California,6099.0,2,0.0
1186,2020-03-11,Ventura,California,6111.0,2,0.0
1187,2020-03-11,Yolo,California,6113.0,1,0.0
1370,2020-03-12,Alameda,California,6001.0,29,0.0
1371,2020-03-12,Contra Costa,California,6013.0,9,0.0
1372,2020-03-12,Fresno,California,6019.0,1,0.0
1373,2020-03-12,Humboldt,California,6023.0,1,0.0
1374,2020-03-12,Los Angeles,California,6037.0,32,1.0
1375,2020-03-12,Madera,California,6039.0,1,0.0
1376,2020-03-12,Marin,California,6041.0,4,0.0
1377,2020-03-12,Napa,California,6055.0,1,0.0
1378,2020-03-12,Orange,California,6059.0,6,0.0
1379,2020-03-12,Placer,California,6061.0,7,1.0
1380,2020-03-12,Riverside,California,6065.0,6,0.0
1381,2020-03-12,Sacramento,California,6067.0,16,1.0
1382,2020-03-12,San Diego,California,6073.0,5,0.0
1383,2020-03-12,San Francisco,California,6075.0,21,0.0
1384,2020-03-12,San Joaquin,California,6077.0,3,0.0
1385,2020-03-12,San Mateo,California,6081.0,20,0.0
1386,2020-03-12,Santa Clara,California,6085.0,66,1.0
1387,2020-03-12,Santa Cruz,California,6087.0,2,0.0
1388,2020-03-12,Shasta,California,6089.0,1,0.0
1389,2020-03-12,Solano,California,6095.0,12,0.0
1390,2020-03-12,Sonoma,California,6097.0,3,0.0
1391,2020-03-12,Stanislaus,California,6099.0,2,0.0
1392,2020-03-12,Tulare,California,6107.0,1,0.0
1393,2020-03-12,Ventura,California,6111.0,2,0.0
1394,2020-03-12,Yolo,California,6113.0,1,0.0
1630,2020-03-13,Alameda,California,6001.0,29,0.0
1631,2020-03-13,Contra Costa,California,6013.0,25,0.0
1632,2020-03-13,Fresno,California,6019.0,1,0.0
1633,2020-03-13,Humboldt,California,6023.0,1,0.0
1634,2020-03-13,Los Angeles,California,6037.0,40,1.0
1635,2020-03-13,Madera,California,6039.0,1,0.0
1636,2020-03-13,Marin,California,6041.0,4,0.0
1637,2020-03-13,Napa,California,6055.0,1,0.0
1638,2020-03-13,Orange,California,6059.0,13,0.0
1639,2020-03-13,Placer,California,6061.0,7,1.0
1640,2020-03-13,Riverside,California,6065.0,10,0.0
1641,2020-03-13,Sacramento,California,6067.0,16,1.0
1642,2020-03-13,San Benito,California,6069.0,1,0.0
1643,2020-03-13,San Diego,California,6073.0,9,0.0
1644,2020-03-13,San Francisco,California,6075.0,26,0.0
1645,2020-03-13,San Joaquin,California,6077.0,8,0.0
1646,2020-03-13,San Mateo,California,6081.0,20,0.0
1647,2020-03-13,Santa Clara,California,6085.0,79,2.0
1648,2020-03-13,Santa Cruz,California,6087.0,2,0.0
1649,2020-03-13,Shasta,California,6089.0,1,0.0
1650,2020-03-13,Solano,California,6095.0,12,0.0
1651,2020-03-13,Sonoma,California,6097.0,3,0.0
1652,2020-03-13,Stanislaus,California,6099.0,2,0.0
1653,2020-03-13,Tulare,California,6107.0,2,0.0
1654,2020-03-13,Ventura,California,6111.0,5,0.0
1655,2020-03-13,Yolo,California,6113.0,2,0.0
1947,2020-03-14,Alameda,California,6001.0,29,0.0
1948,2020-03-14,Contra Costa,California,6013.0,25,0.0
1949,2020-03-14,Fresno,California,6019.0,2,0.0
1950,2020-03-14,Humboldt,California,6023.0,1,0.0
1951,2020-03-14,Los Angeles,California,6037.0,53,1.0
1952,2020-03-14,Madera,California,6039.0,1,0.0
1953,2020-03-14,Marin,California,6041.0,4,0.0
1954,2020-03-14,Napa,California,6055.0,1,0.0
1955,2020-03-14,Orange,California,6059.0,14,0.0
1956,2020-03-14,Placer,California,6061.0,8,1.0
1957,2020-03-14,Riverside,California,6065.0,10,0.0
1958,2020-03-14,Sacramento,California,6067.0,28,1.0
1959,2020-03-14,San Benito,California,6069.0,1,0.0
1960,2020-03-14,San Diego,California,6073.0,10,0.0
1961,2020-03-14,San Francisco,California,6075.0,31,0.0
1962,2020-03-14,San Joaquin,California,6077.0,8,0.0
1963,2020-03-14,San Luis Obispo,California,6079.0,1,0.0
1964,2020-03-14,San Mateo,California,6081.0,32,0.0
1965,2020-03-14,Santa Clara,California,6085.0,91,2.0
1966,2020-03-14,Santa Cruz,California,6087.0,2,0.0
1967,2020-03-14,Shasta,California,6089.0,1,0.0
1968,2020-03-14,Solano,California,6095.0,12,0.0
1969,2020-03-14,Sonoma,California,6097.0,4,0.0
1970,2020-03-14,Stanislaus,California,6099.0,2,0.0
1971,2020-03-14,Tulare,California,6107.0,3,0.0
1972,2020-03-14,Ventura,California,6111.0,5,0.0
1973,2020-03-14,Yolo,California,6113.0,2,0.0
2326,2020-03-15,Alameda,California,6001.0,37,0.0
2327,2020-03-15,Contra Costa,California,6013.0,25,0.0
2328,2020-03-15,Fresno,California,6019.0,2,0.0
2329,2020-03-15,Humboldt,California,6023.0,1,0.0
2330,2020-03-15,Los Angeles,California,6037.0,69,1.0
2331,2020-03-15,Madera,California,6039.0,1,0.0
2332,2020-03-15,Marin,California,6041.0,4,0.0
2333,2020-03-15,Napa,California,6055.0,1,0.0
2334,2020-03-15,Orange,California,6059.0,17,0.0
2335,2020-03-15,Placer,California,6061.0,8,1.0
2336,2020-03-15,Riverside,California,6065.0,12,0.0
2337,2020-03-15,Sacramento,California,6067.0,32,1.0
2338,2020-03-15,San Benito,California,6069.0,1,0.0
2339,2020-03-15,San Bernardino,California,6071.0,1,0.0
2340,2020-03-15,San Diego,California,6073.0,40,0.0
2341,2020-03-15,San Francisco,California,6075.0,37,0.0
2342,2020-03-15,San Joaquin,California,6077.0,8,0.0
2343,2020-03-15,San Luis Obispo,California,6079.0,2,0.0
2344,2020-03-15,San Mateo,California,6081.0,32,1.0
2345,2020-03-15,Santa Barbara,California,6083.0,1,0.0
2346,2020-03-15,Santa Clara,California,6085.0,114,2.0
2347,2020-03-15,Santa Cruz,California,6087.0,2,0.0
2348,2020-03-15,Shasta,California,6089.0,1,0.0
2349,2020-03-15,Solano,California,6095.0,13,0.0
2350,2020-03-15,Sonoma,California,6097.0,5,0.0
2351,2020-03-15,Stanislaus,California,6099.0,2,0.0
2352,2020-03-15,Tulare,California,6107.0,3,0.0
2353,2020-03-15,Ventura,California,6111.0,5,0.0
2354,2020-03-15,Yolo,California,6113.0,2,0.0
2760,2020-03-16,Alameda,California,6001.0,40,0.0
2761,2020-03-16,Contra Costa,California,6013.0,34,0.0
2762,2020-03-16,Fresno,California,6019.0,2,0.0
2763,2020-03-16,Humboldt,California,6023.0,1,0.0
2764,2020-03-16,Los Angeles,California,6037.0,94,1.0
2765,2020-03-16,Madera,California,6039.0,1,0.0
2766,2020-03-16,Marin,California,6041.0,4,0.0
2767,2020-03-16,Napa,California,6055.0,1,0.0
2768,2020-03-16,Nevada,California,6057.0,1,0.0
2769,2020-03-16,Orange,California,6059.0,22,0.0
2770,2020-03-16,Placer,California,6061.0,8,1.0
2771,2020-03-16,Riverside,California,6065.0,14,2.0
2772,2020-03-16,Sacramento,California,6067.0,32,2.0
